Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,insulation_binary,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Brick_Cottage,1851,62,North,Timber,Low,Low,5.349564708,2.697909915,0.775135465,16249,89,21.17815311,5.243013065,19.66887831
Wooden_House,1836,122,West,Thatch,Low,Low,6.95985042,4.250782382,0.510261122,11214,20,16.91028496,5.714524473,6.508350339
Stone_Villa,1946,294,North,Thatch,Medium,High,4.497832817,2.823520021,1.2005268,10006,89,26.83020509,9.209875054,20.75803268
Stone_Villa,1942,126,West,Timber,Low,Low,6.368482274,3.873991923,1.528477624,8985,96,14.03470319,11.11675275,26.35014486
Wooden_House,1730,208,North,Brick,Medium,High,6.924529996,2.243492673,0.839416001,17881,75,19.60558658,5.838773311,23.9094912
Stone_Villa,1739,282,North,Brick,High,High,4.927074846,3.356607437,0.697710245,14587,50,37.40334095,8.157625012,13.73495651
Stone_Villa,1928,252,South,Thatch,Low,Low,6.529857782,4.217274266,1.830564117,16880,56,22.27676441,11.37615233,12.07236704
Wooden_House,1735,117,West,Brick,Medium,High,4.680289397,4.059541829,0.912537159,13791,66,32.44701149,10.70010689,14.670746
Thatched_Hut,1922,147,North,Timber,Medium,High,4.695428541,4.445216302,0.83541893,13705,97,13.40386575,8.637675275,19.04837877
Wooden_House,1705,174,West,Stone,Low,Low,3.928228714,4.63235638,1.785645409,10991,66,17.42693524,10.40100008,15.14906594
Thatched_Hut,1919,151,South,Stone,High,High,5.260232186,4.319550504,1.725660649,11227,88,34.22036864,8.658856418,22.98897975
Stone_Villa,1774,287,South,Brick,Medium,High,6.418847626,4.014763229,1.172519706,14258,77,32.88978809,6.106646361,20.56486723
Stone_Villa,1703,181,West,Thatch,Low,Low,7.260883222,2.095167475,1.233858292,12833,55,21.58467756,5.873152793,14.69422243
Stone_Villa,1833,151,South,Thatch,High,High,5.915187968,3.60490002,0.826623057,7886,51,38.63190706,6.318577624,12.86991954
Brick_Cottage,1817,68,East,Thatch,Medium,High,6.952542151,2.113093175,0.617452506,19245,83,37.31929048,7.456454665,22.1419651
Thatched_Hut,1793,247,East,Thatch,Medium,High,6.789978597,4.424203451,1.360147738,7653,90,38.86902247,11.51370487,21.39017771
Brick_Cottage,1761,275,South,Thatch,High,High,4.193372212,2.962173573,0.647517382,18097,61,22.83744071,10.5977489,14.87683503
Brick_Cottage,1893,131,East,Brick,High,High,5.443269716,3.687288122,1.17391182,19468,67,15.92420751,8.029610929,17.86002758
Wooden_House,1902,190,North,Stone,Low,Low,3.967694142,2.838335922,1.910745798,14280,93,28.79975917,8.451536969,23.10663734
Brick_Cottage,1725,282,West,Stone,Low,Low,6.228612646,4.347500433,1.929251584,17577,49,30.54319475,6.859266204,14.22167466
Wooden_House,1872,72,North,Brick,Medium,High,7.299598673,4.65950758,0.85899843,19711,40,13.76325353,9.930470695,11.60055479
Wooden_House,1999,132,West,Thatch,High,High,4.048357832,3.195927483,1.43617013,9864,79,33.59449103,10.6193597,16.90831739
Brick_Cottage,1832,158,South,Brick,High,High,6.435532523,4.588767181,1.211114396,7514,32,10.54180659,6.67233287,4.579882937
Thatched_Hut,1817,124,North,Stone,High,High,6.028952603,2.801225022,1.813527691,8969,20,24.48185162,5.292751367,9.654305733
Thatched_Hut,1974,178,South,Timber,Medium,High,5.834420148,3.603982769,0.907146296,8284,84,19.93048778,9.367222602,17.36249992
Thatched_Hut,1911,137,South,Brick,High,High,5.060480939,4.57628429,0.50555361,12740,52,32.2090918,8.937584834,16.05316978
Thatched_Hut,1924,103,West,Thatch,High,High,4.920526591,2.977644028,0.743841809,9566,57,19.38282182,7.814918085,16.70564686
Thatched_Hut,1719,248,West,Stone,Medium,High,3.680996756,4.862126795,1.024284202,7196,44,34.80421338,9.507257592,16.37874566
Brick_Cottage,1812,138,West,Stone,Low,Low,4.371634833,2.365638505,0.973581695,17375,45,27.84860466,8.854293086,16.78104722
Brick_Cottage,1839,262,North,Stone,Low,Low,3.560707529,2.054825209,1.687044379,19731,96,33.81680085,6.754071036,18.11648011
Stone_Villa,1746,192,East,Stone,Medium,High,5.825668422,4.712406058,1.520840999,5789,78,39.68021914,7.784102829,25.82777765
Thatched_Hut,1700,114,West,Thatch,High,High,3.923412944,2.205945998,0.949334479,8475,52,30.37475037,7.996794988,15.6300057
Brick_Cottage,1789,125,West,Timber,Medium,High,6.992077576,4.975667588,1.186615726,16345,60,39.54850949,11.16173596,18.65378415
Stone_Villa,1841,299,North,Stone,Low,Low,5.592572083,4.854190586,0.643338656,14856,49,10.86508981,11.72632908,6.489660158
Thatched_Hut,1737,248,West,Brick,Low,Low,6.298759636,2.41106273,1.847219667,6309,76,20.14419965,11.25100954,21.725932
Wooden_House,1992,192,North,Timber,Medium,High,5.143428367,3.612753877,1.903137237,5864,68,13.23559794,10.03424617,11.94333922
Stone_Villa,1838,198,South,Stone,Medium,High,5.742319236,2.554760892,1.969705303,17055,67,17.86914794,9.094949135,19.61238612
Brick_Cottage,1958,196,West,Timber,Low,Low,7.270636708,3.284465519,1.802829246,10389,91,35.16663697,9.824831448,18.54264122
Wooden_House,1860,109,West,Brick,Medium,High,3.830936158,2.184275388,0.760941332,8363,68,10.96969796,11.57376455,15.75732759
Wooden_House,1877,142,South,Stone,Low,Low,4.515751088,2.671773763,0.569294725,16716,66,25.60548807,6.749991147,16.01644146
Wooden_House,1709,266,South,Brick,Medium,High,6.619953308,3.089818389,1.369395091,16978,75,27.01386123,8.745843554,16.26986136
Stone_Villa,1960,210,South,Thatch,Medium,High,3.894948828,3.315942501,1.86890754,13215,84,26.8345344,9.827256133,15.54109054
Brick_Cottage,1837,98,West,Stone,Medium,High,3.802644416,4.932488775,0.766027042,8003,31,24.25891221,9.754729009,7.977544593
Wooden_House,1871,273,East,Stone,Low,Low,4.946165595,4.423596937,0.510564372,19174,88,33.71808894,6.765952717,18.3247592
Thatched_Hut,1712,290,East,Stone,Medium,High,3.868671834,4.212229833,1.708244069,13502,25,14.00629269,9.107120692,6.378007164
Wooden_House,1867,84,East,Stone,Low,Low,5.840313769,3.611123944,0.615193526,18772,84,19.31731047,10.571392,20.78978012
Wooden_House,1829,221,West,Thatch,Low,Low,4.405101003,4.519993282,1.120559048,6231,44,28.4717816,8.32555286,15.45846003
Stone_Villa,1783,151,South,Stone,Medium,High,7.082791853,3.017968507,1.518331006,12959,20,30.72854099,10.55308654,10.29012709
Stone_Villa,1800,267,West,Timber,Medium,High,6.634000323,4.126697338,0.855196378,16980,51,22.12445295,7.519178184,9.877607487
Brick_Cottage,1972,60,South,Stone,Low,Low,6.298820824,4.981351926,0.625943845,7711,22,36.2611379,11.57132089,6.93558535
Thatched_Hut,1964,148,West,Thatch,Low,Low,5.96777611,2.943886727,1.655031843,11581,68,22.4648019,8.737499083,14.96265451
Stone_Villa,1737,249,West,Stone,High,High,6.953862921,4.022052605,1.445262627,12705,38,22.08328403,9.171635656,15.60125697
Wooden_House,1793,159,South,Timber,Low,Low,4.392248246,4.532944592,1.982735727,17993,79,11.08621784,5.219530982,21.73866016
Brick_Cottage,1794,255,East,Thatch,High,High,6.992435371,4.74742275,1.01646205,18647,48,26.53424009,6.19188396,13.21274409
Wooden_House,1768,123,South,Thatch,High,High,6.657969194,4.153798073,0.592643579,5421,69,31.26042516,9.430537163,14.08047224
Wooden_House,1935,243,North,Timber,High,High,6.492643306,2.85082377,1.601525053,14965,21,13.43314491,7.939092602,11.1428908
Stone_Villa,1836,223,North,Timber,Medium,High,5.745022712,2.978846455,1.282600128,19656,92,19.16298298,8.557146533,25.35927988
Brick_Cottage,1775,58,South,Timber,Medium,High,4.484976644,2.062274096,0.819805897,16760,75,33.43770861,5.440799861,23.04556053
Thatched_Hut,1734,52,West,Timber,Low,Low,5.194191664,4.282657933,1.672593484,19922,36,20.97758306,10.83894667,13.17788118
Thatched_Hut,1700,134,North,Timber,High,High,6.674282618,2.128218818,0.805633229,5946,79,17.24807386,10.49153922,18.56618086
Stone_Villa,1995,75,North,Thatch,Medium,High,3.627113937,4.593957064,0.890992482,14378,55,30.16601991,6.29747783,11.34497992
Stone_Villa,1759,121,West,Thatch,Medium,High,6.628203077,2.355981843,0.638792832,6834,80,15.90276333,9.440305501,18.79119728
Brick_Cottage,1966,97,West,Stone,Medium,High,4.460282962,2.515629536,1.099148419,6564,36,36.86958759,10.72820648,10.91743665
Thatched_Hut,1928,243,East,Stone,Medium,High,4.077236803,3.429579412,1.128393836,12332,68,13.16795188,9.485978955,14.95753533
Thatched_Hut,1969,247,West,Brick,Medium,High,3.962805273,4.213641246,1.271842686,9944,95,31.19649407,7.172786667,23.05422057
Thatched_Hut,1985,205,South,Stone,High,High,3.609000048,2.417006616,1.563446401,18877,79,24.98646104,9.592778053,15.76116075
Wooden_House,1990,166,South,Stone,High,High,5.594345941,3.320213225,1.859151393,18606,39,36.09788687,6.473232234,11.57472702
Thatched_Hut,1912,270,East,Timber,High,High,4.373039491,3.448553823,0.706601148,19377,69,13.78585273,7.227784981,15.26141394
Wooden_House,1864,203,North,Timber,High,High,7.457727063,2.636856925,0.581522148,15139,22,30.33684755,6.680487572,6.137662868
Brick_Cottage,1704,202,North,Stone,Low,Low,5.797747023,2.34667513,0.52779685,6308,62,27.16163918,8.898475717,15.78898363
Wooden_House,1777,61,West,Brick,High,High,4.051541077,4.509262769,0.715432067,7986,76,24.40270427,5.757586527,21.61921983
Brick_Cottage,1761,182,South,Timber,Medium,High,6.255050163,3.507396949,1.486924229,5386,69,24.7422179,11.53317266,20.37570777
Thatched_Hut,1831,275,North,Stone,High,High,7.090974266,2.043143708,1.591215617,11131,87,31.65930885,7.334586476,21.76013844
Thatched_Hut,1788,97,East,Stone,Low,Low,6.480717981,4.408943904,1.67975857,14353,69,38.13224965,6.53279089,19.7351089
Brick_Cottage,1936,86,East,Thatch,Medium,High,3.805759444,4.942381416,0.865562318,8258,56,12.73754977,8.475848695,8.017968282
Stone_Villa,1741,256,South,Brick,High,High,7.083536725,3.817778586,0.95884222,11121,65,10.58507943,6.938984729,17.95680492
Brick_Cottage,1788,93,East,Thatch,High,High,6.675717543,3.511125161,1.224701968,9811,61,34.17114377,8.744328605,16.25216626
Stone_Villa,1995,277,East,Brick,High,High,4.1332156,4.635247589,0.594774645,11574,34,13.24508163,7.439564048,8.157979984
Wooden_House,1994,64,South,Timber,Medium,High,3.707143555,4.857550369,1.416712285,11697,52,39.60090388,5.924467675,18.7654959
Wooden_House,1803,92,West,Brick,Medium,High,5.729242301,4.263610748,1.975602551,8933,99,28.58044747,6.861266694,23.7687569
Wooden_House,1713,225,West,Stone,Low,Low,4.124143245,3.336358789,1.041209467,16039,30,29.52599186,8.069078915,4.612777488
Thatched_Hut,1987,136,East,Stone,Medium,High,6.83836381,3.776664198,1.629271213,17713,39,15.96675109,5.212052585,9.048355406
Wooden_House,1878,119,West,Brick,Medium,High,4.933338627,4.102806095,1.250050873,6439,43,17.20936931,10.39449769,10.46491285
Stone_Villa,1824,95,West,Brick,High,High,7.151569779,2.582820713,0.691717767,11169,83,29.78050909,9.352771952,20.52724434
Wooden_House,1722,291,East,Brick,Medium,High,5.762752689,3.341603097,1.373356173,16634,99,37.29180514,9.209517251,28.17235478
Brick_Cottage,1762,157,West,Thatch,High,High,4.230689537,4.489463794,0.949811403,9480,84,39.47171664,8.822349523,21.51942162
Brick_Cottage,1842,172,East,Brick,High,High,4.058395469,3.964176045,0.551604813,5055,92,15.9409284,9.132192206,22.09320955
Thatched_Hut,1852,220,North,Timber,Medium,High,5.80588975,3.233612202,1.452394595,8324,95,14.02358868,11.54256367,20.69002398
Brick_Cottage,1844,286,South,Thatch,Low,Low,6.547534447,3.990087602,1.788398524,11777,36,11.69204073,5.059984476,10.02753174
Stone_Villa,1924,70,South,Thatch,Low,Low,6.626022591,2.354667236,1.01715465,5105,80,36.04891054,5.334597968,21.31384944
Wooden_House,1803,200,West,Brick,Medium,High,4.603029618,3.204492832,1.085443321,8201,34,18.84144541,6.34045387,8.826784272
Thatched_Hut,1803,156,West,Timber,Low,Low,4.316987036,4.379385614,1.836532524,5669,70,10.05436102,6.17110966,16.31554155
Wooden_House,1738,296,West,Thatch,High,High,3.567025218,2.661526361,1.72041322,17663,46,16.71454258,6.268361216,8.905728641
Wooden_House,1897,129,South,Stone,High,High,6.216796605,2.557884523,1.572429235,13934,93,20.2132324,9.703607201,25.69955204
Stone_Villa,1833,96,North,Thatch,Medium,High,3.806273034,4.85245598,0.873195596,5966,80,39.72958508,8.216383107,18.56367388
Brick_Cottage,1766,166,North,Brick,Low,Low,5.183044807,2.629692889,1.865324982,5307,77,25.70624782,11.94245215,14.6488951
Brick_Cottage,1878,173,South,Timber,Low,Low,5.906728656,2.782755739,0.731623636,7138,50,16.14141843,6.588201404,9.215370676
Wooden_House,1741,192,North,Brick,High,High,7.24843578,4.908847817,1.440155779,16656,31,20.04455034,7.175810707,5.527739934
Thatched_Hut,1714,74,South,Stone,Medium,High,4.747208548,4.204125711,0.543201771,18089,65,19.90923063,11.88968502,14.21515112
Brick_Cottage,1810,85,North,Stone,Low,Low,4.49908865,4.098789599,1.465579709,5109,50,10.59177239,10.82230699,8.020370053
Thatched_Hut,1856,252,East,Stone,Medium,High,6.116640617,4.558779152,0.915716528,8632,51,14.05549163,8.288594545,8.222629588
Brick_Cottage,1988,100,East,Brick,Low,Low,5.976956128,2.347469247,1.174515466,18952,51,30.85589379,8.882178199,14.69782727
Thatched_Hut,1930,64,South,Thatch,High,High,4.828439133,4.11786871,1.017896828,11728,72,13.6075296,10.90224544,17.79430892
Stone_Villa,1856,117,North,Brick,High,High,7.212407342,3.511065828,0.759135134,17627,80,16.9220283,8.366861722,15.48254467
Thatched_Hut,1737,70,West,Timber,Medium,High,6.87944931,4.487451921,1.432971185,10684,65,20.52211895,6.442166065,16.81271107
Stone_Villa,1796,190,North,Thatch,High,High,4.395930183,3.524425156,1.822963333,18266,93,32.73204834,10.79911177,24.34763436
Stone_Villa,1988,263,East,Stone,Low,Low,4.456570182,3.860724063,1.938626363,11499,99,27.47202895,8.764407439,27.88067471
Thatched_Hut,1953,68,East,Brick,High,High,5.549201388,3.433226379,0.788519545,6915,26,30.66999955,6.07129818,11.49924446
Stone_Villa,1895,83,North,Stone,Medium,High,6.594288407,3.434476771,1.576059161,17455,23,27.01036976,8.539100818,6.338756524
Wooden_House,1785,127,North,Stone,Medium,High,3.676161518,4.303909934,1.49650905,5556,71,30.50777276,7.892423664,19.6759097
Stone_Villa,1709,174,West,Timber,Medium,High,6.273340615,3.885699202,1.015066684,12619,50,10.08526461,11.13789772,12.89691149
Brick_Cottage,1704,245,West,Thatch,Low,Low,6.09294359,3.899789605,0.528648799,18192,94,37.92694433,5.88238802,21.58068151
Thatched_Hut,1822,289,North,Timber,Low,Low,4.425920384,3.350847451,1.534686871,5104,55,13.32760693,11.12646863,15.83153542
Wooden_House,1817,166,North,Timber,Low,Low,6.225412053,3.593328489,1.918242291,7047,73,22.18747288,8.585477118,17.48840216
Thatched_Hut,1993,101,North,Timber,Low,Low,7.260732765,4.237152999,1.448180183,19485,73,33.13115111,7.83055101,24.59714784
Brick_Cottage,1858,287,North,Stone,Low,Low,3.68714338,4.477822757,1.152939086,5145,36,23.05692154,6.133770291,12.35151986
Brick_Cottage,1927,76,South,Timber,High,High,4.778608221,4.089684206,1.287730841,15955,94,38.40527655,9.905725738,24.49431816
Brick_Cottage,1915,206,North,Timber,Low,Low,5.252706867,4.772218967,0.799443211,5873,49,24.02766845,11.48764696,14.81511926
Stone_Villa,1883,288,West,Thatch,Low,Low,7.097041436,4.460972264,1.625816246,5298,41,36.24818217,7.627641477,13.62878083
Stone_Villa,1714,205,East,Thatch,High,High,7.349045786,3.685591369,1.619629745,8238,62,34.3248434,6.691095005,18.22105301
Thatched_Hut,1856,84,South,Timber,Low,Low,5.276460986,4.014218218,0.718275951,19024,46,39.42958908,8.884068419,17.51644957
Thatched_Hut,1835,185,North,Thatch,Medium,High,6.500113649,4.778924831,1.816967574,13837,56,37.79643342,10.57330164,17.92432521
Wooden_House,1960,193,East,Thatch,Low,Low,5.626644095,3.857504133,0.903784609,17925,65,36.94371504,5.026373862,22.47485203
Wooden_House,1856,155,South,Timber,Low,Low,5.651131739,4.474420844,1.973384091,11382,54,31.94813022,9.419642055,18.84471802
Thatched_Hut,1746,213,East,Stone,Medium,High,4.61239806,4.066431511,1.074354521,16270,23,21.00994442,9.175612005,11.93697141
Stone_Villa,1872,207,North,Timber,Medium,High,4.367824983,3.655809083,0.766826088,7511,99,13.18376256,7.227065301,23.85902228
Brick_Cottage,1829,195,North,Thatch,Medium,High,4.652021384,2.725514586,1.027580167,11596,99,30.65935157,8.159961025,23.58297082
Thatched_Hut,1794,51,West,Stone,Medium,High,5.725312029,3.277992558,1.160270493,5783,45,39.35962244,6.728742569,11.11598675
Wooden_House,1814,226,North,Brick,Low,Low,3.616620744,4.903228475,0.60396166,9992,38,31.79813312,10.52920017,12.53608925
Stone_Villa,1942,126,North,Stone,Medium,High,7.128995777,3.97329615,1.367327572,5370,64,37.86188108,9.441744534,16.17811426
Thatched_Hut,1991,181,South,Thatch,Medium,High,4.125134838,3.693186141,1.39644866,5486,45,34.12914139,8.728981354,10.55916097
Thatched_Hut,1981,139,West,Stone,High,High,4.380354707,4.798869877,1.608395683,12378,41,14.89344025,7.747683389,7.712862466
Stone_Villa,1998,138,South,Timber,Medium,High,5.573104706,3.759535343,0.543754838,15229,77,17.47611312,7.039690702,22.2774461
Thatched_Hut,1982,143,East,Brick,Medium,High,6.340459065,3.578247555,1.311857322,19500,82,20.25596805,10.7591554,23.12363972
Stone_Villa,1768,252,North,Brick,High,High,3.882916219,4.277932565,0.57936115,8196,47,15.04781333,8.159853693,12.52397315
Brick_Cottage,1847,56,East,Brick,High,High,4.77077879,4.137996857,1.55171633,14552,84,27.44953998,8.510131939,19.95812682
Stone_Villa,1710,144,South,Thatch,Low,Low,7.374698422,2.579480025,0.583591979,9287,63,39.26351572,8.645801114,20.20568516
Stone_Villa,1953,157,North,Thatch,High,High,4.549371867,3.413924824,1.867591773,18017,62,32.843765,8.138568548,17.40364323
Stone_Villa,1737,123,North,Brick,Low,Low,4.75220058,3.417546328,1.55312385,7261,56,22.70160247,6.792618984,13.64507922
Thatched_Hut,1833,88,South,Stone,High,High,6.845993962,3.134673546,1.261084648,15813,85,10.13513443,5.842383082,19.06434248
Thatched_Hut,1899,190,South,Brick,High,High,3.700857727,3.551880446,1.162255885,14148,36,19.39828033,5.68976087,8.680247804
Stone_Villa,1722,208,South,Stone,Low,Low,5.358452675,3.239322193,0.696008946,13572,59,25.80277863,10.30223766,15.8903907
Thatched_Hut,1917,120,South,Stone,High,High,5.018467058,2.598036468,0.936499084,16841,57,19.72752622,6.564694756,16.04574076
Wooden_House,1840,240,South,Thatch,Low,Low,4.76634704,3.237099462,1.803438658,18085,80,13.33104769,5.389709705,18.15575388
Wooden_House,1803,105,North,Stone,High,High,4.642798376,2.216830843,1.856679217,5238,28,23.28294871,10.58262185,12.82008419
Thatched_Hut,1909,290,South,Brick,Medium,High,3.865496419,3.727357588,0.501121563,11843,96,17.59758451,6.07843157,17.51527753
Thatched_Hut,1810,219,North,Thatch,High,High,4.759303317,4.560963647,1.391204587,6105,94,37.27697129,9.376022642,21.50261452
Stone_Villa,1803,238,North,Timber,Low,Low,3.672209611,4.175861253,1.578950914,6386,80,13.05263586,7.3705029,16.85801464
Brick_Cottage,1870,91,South,Timber,High,High,6.623855455,3.08118212,1.428120474,15744,99,11.47457886,5.885361797,18.25152669
Thatched_Hut,1832,233,South,Thatch,Low,Low,5.092911176,2.261213617,0.622519647,15441,35,10.15942507,7.901366855,7.631696601
Wooden_House,1992,85,West,Brick,Low,Low,5.275615329,2.606448198,0.826587348,14719,21,19.84209053,5.103662028,5.538383484
Stone_Villa,1826,133,North,Timber,Medium,High,7.074378346,3.636471021,0.875510401,6667,91,29.81160515,10.88731488,22.60124941
Thatched_Hut,1805,245,South,Timber,Medium,High,6.132219935,2.62117125,1.747586947,17324,62,31.91241259,8.594485729,15.30255955
Wooden_House,1791,167,South,Stone,Low,Low,3.532236413,3.631919334,1.194799154,7691,61,23.5978505,5.974120076,17.39290059
Wooden_House,1986,56,South,Stone,High,High,7.272699292,2.694797074,1.230242318,12756,96,30.52985951,6.658862229,24.65688811
Brick_Cottage,1750,103,West,Brick,Low,Low,4.448577864,4.546771608,1.90233957,16864,76,20.79742109,8.135826345,14.17448811
Stone_Villa,1728,178,West,Thatch,Low,Low,3.930456739,3.191814419,1.455628833,6996,86,30.0341866,6.32208568,23.40484313
Stone_Villa,1995,221,East,Brick,High,High,6.572512714,2.736651878,1.848001552,6425,49,11.21787956,6.880194131,8.824294447
Brick_Cottage,1996,169,North,Thatch,High,High,5.501909263,4.436978541,1.184763283,16004,32,21.72258954,8.74069895,12.96556548
Brick_Cottage,1913,222,East,Timber,High,High,5.235082264,3.028516894,0.724154388,13023,38,33.72549033,10.82826309,15.73865949
Stone_Villa,1966,155,South,Stone,High,High,4.498012319,2.334463064,1.894903391,11849,26,34.09018091,7.8128778,7.519901593
Stone_Villa,1956,96,West,Brick,Low,Low,5.689885959,3.711228474,1.188057674,8247,28,31.48446337,10.01882691,13.85105027
Thatched_Hut,1800,172,West,Brick,Low,Low,4.597538421,3.744692613,0.772447133,7592,73,16.12715862,11.13678949,19.21420876
Thatched_Hut,1809,190,East,Thatch,Medium,High,7.106332021,4.144087026,0.95359361,6490,80,17.41615357,6.514106582,24.21631616
Brick_Cottage,1881,168,West,Thatch,Low,Low,4.360817919,2.7206583,0.576203885,6224,21,39.88266182,10.65034379,9.901307752
Thatched_Hut,1700,199,South,Brick,High,High,7.037420602,3.331314017,1.202450887,7587,69,13.10134022,10.30181539,13.92492164
Wooden_House,1754,167,West,Thatch,Medium,High,5.737621703,2.847103757,1.779692258,12714,94,15.41988097,7.498561086,25.6563191
Thatched_Hut,1848,70,East,Brick,High,High,6.813952536,2.242861208,1.900370684,8064,50,13.90078767,11.92663972,9.254377853
Thatched_Hut,1836,263,South,Brick,Low,Low,6.351383983,4.629841481,1.898903311,19310,52,19.82964891,6.8380066,11.32166107
Wooden_House,1901,269,East,Brick,Medium,High,6.286780446,4.186609413,0.687845038,12804,97,16.30527506,6.783622862,20.52782306
Brick_Cottage,1816,186,West,Timber,High,High,4.797383231,2.904389178,1.073080824,19729,99,24.93063879,10.40581415,20.65305578
Wooden_House,1853,75,East,Thatch,Medium,High,4.435587726,3.798118979,0.542343139,5832,30,24.28062121,8.042601226,9.18213216
Thatched_Hut,1990,58,East,Stone,Medium,High,4.343544911,2.603791364,1.782748017,17884,52,37.04516858,7.315564963,16.94774993
Brick_Cottage,1762,64,North,Stone,Low,Low,6.928766628,4.670709865,1.038133643,7440,26,11.04219842,6.250639637,12.78055697
Thatched_Hut,1943,59,West,Thatch,High,High,6.781707281,2.34471903,1.446675542,9795,50,19.5963873,10.35732702,9.163402841
Wooden_House,1724,265,West,Brick,Medium,High,5.262294112,2.011511437,1.572347657,6646,67,27.89973676,10.50425264,21.26396383
Wooden_House,1789,171,East,Stone,Medium,High,4.029618454,3.506024593,1.144767005,19306,66,28.14405286,8.965948023,20.44925458
Thatched_Hut,1774,170,North,Stone,High,High,5.029009008,3.74938347,0.959663505,5440,97,24.40378687,11.70119529,17.55463705
Stone_Villa,1993,174,West,Thatch,Medium,High,5.977373817,3.736895961,1.943319365,10956,72,34.46996622,7.227142893,17.99346633
Stone_Villa,1909,219,South,Stone,Medium,High,5.317612618,2.163535782,1.946732338,18928,99,11.88166514,6.537333318,25.47094006
Wooden_House,1716,121,East,Brick,Medium,High,6.620757074,2.942131421,0.934154552,14721,38,34.46463297,9.742267383,13.52415381
Wooden_House,1827,201,West,Thatch,High,High,7.490491289,3.497596841,1.219437645,16157,25,24.84262721,10.30886049,11.9586757
Stone_Villa,1950,257,South,Brick,High,High,4.264528354,2.649737557,1.959266238,7367,68,14.01282085,6.574341794,18.00901129
Stone_Villa,1878,98,West,Stone,High,High,5.338603279,4.617877656,0.507302611,11696,92,36.57105741,5.53627535,23.58685344
Thatched_Hut,1881,203,South,Stone,High,High,5.223935608,2.261327868,1.119017373,16478,69,29.47686339,10.67361541,12.63711152
Thatched_Hut,1851,140,East,Brick,Low,Low,4.717970131,3.462153325,0.650686325,10190,31,14.9063706,11.83551382,8.525201384
Stone_Villa,1724,86,West,Timber,Medium,High,4.292382067,4.074248173,1.263736948,9663,42,11.0094917,9.512706003,5.230265534
Thatched_Hut,1879,117,West,Stone,High,High,3.762768466,2.7852533,0.537004932,12062,73,14.23328945,6.945068301,17.55296669
Thatched_Hut,1897,99,North,Timber,Medium,High,7.048477269,3.872722211,1.110347647,9331,88,28.26393881,11.97670826,24.55939949
Brick_Cottage,1860,201,East,Stone,Medium,High,5.179394791,4.48815545,0.831048612,14496,78,15.37888706,11.25286645,18.3269303
Thatched_Hut,1876,68,South,Timber,Low,Low,5.487582074,2.571010925,1.299962544,8034,55,16.77289225,8.593664524,18.6725654
Wooden_House,1984,149,West,Timber,High,High,7.167768193,4.751661775,1.993990474,16880,22,10.75419177,10.77724899,6.462518477
Thatched_Hut,1762,109,West,Timber,High,High,6.60516191,3.660675598,1.700804158,17165,77,31.68792017,10.71074366,22.21749888
Thatched_Hut,1849,216,South,Brick,Medium,High,4.022005056,2.897696013,1.768463137,14377,74,34.31093199,11.54359279,19.60551009
Stone_Villa,1853,251,East,Timber,High,High,5.76167987,3.292574826,1.452897481,8262,76,33.9054453,10.88646691,24.208408
Wooden_House,1855,138,North,Timber,Medium,High,5.269009106,2.936575651,0.562339772,18320,36,13.82704454,9.505754652,11.44824813
Thatched_Hut,1748,195,North,Timber,Medium,High,6.68884429,4.17533348,0.810196514,7107,58,37.09903382,9.265126033,13.44160764
Thatched_Hut,1783,196,West,Stone,Low,Low,6.39693019,4.38890199,1.887596835,12036,87,30.16836488,8.271501018,26.51617844
Brick_Cottage,1876,213,South,Timber,Low,Low,6.261622888,4.498812177,1.049169677,15032,74,36.92585867,9.38539948,21.42408968
Thatched_Hut,1847,251,West,Stone,Low,Low,4.862179342,4.957304749,0.65545509,9320,64,23.41481514,10.56651611,11.05265027
Thatched_Hut,1817,274,South,Timber,Medium,High,6.719854922,4.373852877,1.553608049,10938,95,23.10864583,11.78326338,23.88982243
Brick_Cottage,1762,232,North,Timber,High,High,3.709565182,3.804152212,0.949186586,7747,20,33.53609556,8.271011507,11.38538391
Stone_Villa,1888,291,East,Brick,Low,Low,4.138499606,3.017660895,0.903285369,9677,40,12.79893566,9.015572421,10.31644751
Thatched_Hut,1748,118,South,Stone,High,High,4.842493092,3.633786346,1.996966183,12972,40,25.6262211,8.113638465,9.901337343
Brick_Cottage,1956,224,North,Timber,Low,Low,3.807229764,2.123204518,1.787208388,9264,71,35.09152707,9.679420347,20.88597986
Wooden_House,1923,98,West,Stone,Low,Low,4.43997711,4.234475227,1.111906728,8133,62,34.90577689,9.409443528,19.05379762
Stone_Villa,1840,276,South,Stone,Medium,High,6.820603932,3.337866635,1.970391812,16612,71,38.68398569,5.124836531,20.89555477
Wooden_House,1914,157,East,Thatch,Low,Low,7.293006151,2.060069689,1.475169835,6465,86,30.94817781,8.788130914,18.72731237
Wooden_House,1910,275,West,Brick,Low,Low,4.718409423,2.187520825,1.613033678,9109,63,16.23311888,5.61940827,12.9684998
Brick_Cottage,1731,210,West,Brick,Medium,High,4.558063216,3.162399391,0.547269565,7211,51,10.60840945,5.184685326,14.88777521
